4.346911537000000681e+04 0.000000000000000000e+00
4.348262768999999389e+04 0.000000000000000000e+00
4.349614001000000280e+04 1.947473059664841610e-05
4.350965233000000444e+04 1.994032880568368486e-05
4.352316464000000269e+04 2.033636987341017581e-05
4.353667695000000094e+04 2.064786365390493050e-05
4.355018926999999530e+04 2.129454098455553631e-05
4.356370158000000083e+04 2.131298819420693953e-05
4.357721390000000247e+04 2.156605422811308531e-05
4.359072621000000072e+04 2.365408146759867954e-05
4.360423853000000236e+04 2.575424352945228476e-05
4.361775083999999333e+04 2.633428627836178047e-05
4.363126315000000614e+04 2.725337267299884645e-05
4.364477547000000777e+04 2.983627164111256479e-05
4.365828777999999875e+04 3.309446195288495349e-05
4.367180010000000038e+04 3.619006953063464490e-05
4.368531241000000591e+04 3.833718675487677007e-05
4.369882472999999300e+04 3.969425747889190930e-05
4.371233703999999852e+04 4.149325109828886694e-05
4.372584936000000016e+04 4.587479788320452203e-05
4.373936166999999841e+04 5.120283108312664985e-05
4.375287398000000394e+04 5.699233217391613257e-05
4.376638630000000558e+04 6.057743794450890418e-05
4.377989860999999655e+04 6.383525970588356296e-05
4.379341092999999819e+04 6.753049276994660453e-05
4.380692323999999644e+04 7.231860277086321934e-05
4.382043555999999080e+04 7.693253096318443179e-05
4.383394787000000360e+04 8.090400217937358080e-05
4.384746018000000186e+04 8.467072015662114584e-05
4.386097249999999622e+04 8.900375070750344577e-05
4.387448481000000902e+04 9.536534512801555499e-05
4.388799713000000338e+04 1.017081217300100062e-04
4.390150944000000163e+04 1.073459950546199962e-04
4.391502176000000327e+04 1.103802999305800029e-04
4.392853406999999424e+04 1.149010619599899984e-04
4.394204638999999588e+04 1.213850161596700012e-04
4.395555870000000141e+04 1.305656593206100109e-04
4.396907100999999966e+04 1.395324399698899933e-04
4.398258332999999402e+04 1.493577612978700135e-04
4.399609564000000682e+04 1.603573462309699973e-04
4.400960796000000846e+04 1.732758796137700023e-04
4.402312026999999944e+04 1.844312065487899903e-04
4.403663259000000107e+04 1.947929511462600074e-04
4.405014489999999205e+04 2.047256696348300105e-04
4.406365721999999369e+04 2.165522642314300129e-04
4.407716953000000649e+04 2.291809738740199992e-04
4.409068183999999746e+04 2.427184206065099916e-04
4.410419415999999910e+04 2.573130788822800019e-04
4.411770646999999735e+04 2.735406766603099915e-04
4.413121878999999899e+04 2.904028771424500247e-04
4.414473110000000452e+04 3.081354939908800112e-04
4.415824341999999888e+04 3.285439300974700048e-04
4.417175573000000441e+04 3.530057321088000011e-04
4.418526803999999538e+04 3.800406531310299998e-04
4.419878036000000429e+04 4.089616989035599749e-04
4.421229266999999527e+04 4.386563327657599844e-04
4.422580499000000418e+04 4.695735045857599870e-04
4.423931730000000243e+04 5.016483221025399989e-04
4.425282961999999679e+04 5.342385998707699498e-04
4.426634193000000232e+04 5.696711728507199580e-04
4.427985425000000396e+04 6.083293265765599665e-04
4.429336656000000221e+04 6.506713087239700179e-04
4.430687887000000046e+04 6.960473546246399683e-04
4.432039118999999482e+04 7.454032695689100053e-04
4.433390350000000035e+04 7.990071372499600024e-04
4.434741582000000199e+04 8.573221510895900465e-04
4.436092813000000024e+04 9.200950490475999716e-04
4.437444045000000187e+04 9.881501918099500070e-04
4.438795275999999285e+04 1.062391410086299974e-03
4.440146507000000565e+04 1.142911899517700053e-03
4.441497739000000729e+04 1.229256346929899924e-03
4.442848969999999827e+04 1.322082630636199976e-03
4.444200201999999990e+04 1.422865693690300018e-03
4.445551432999999088e+04 1.531610603593999958e-03
4.446902664999999979e+04 1.649428738874100017e-03
4.448253895999999804e+04 1.777548460142900017e-03
4.449605127999999968e+04 1.919684627158500106e-03
4.450956358999999793e+04 2.074412388436900137e-03
4.452307590000000346e+04 2.242696817432999947e-03
4.453658822000000509e+04 2.425996482178699887e-03
4.455010052999999607e+04 2.628069847880399809e-03
4.456361284999999771e+04 2.850133638633900023e-03
4.457712515999999596e+04 3.094858599714500093e-03
4.459063747999999032e+04 3.363720498631600150e-03
4.460414979000000312e+04 3.658690826605400046e-03
4.461766211000000476e+04 3.982795379237899676e-03
4.463117441999999573e+04 4.342307037405799923e-03
4.464468673000000854e+04 4.737746143781799979e-03
4.465819905000000290e+04 5.173218338334399820e-03
4.467171136000000115e+04 5.655938903732799644e-03
4.468522368000000279e+04 6.193659123184799831e-03
4.469873598999999376e+04 6.790538141940099907e-03
4.471224831000000995e+04 7.455157021082599658e-03
4.472576062000000093e+04 8.194525565285900801e-03
4.473927292999999918e+04 9.016253856355700008e-03
4.475278524999999354e+04 9.931320143617399648e-03
4.476629756000000634e+04 1.096236792262850028e-02
4.477980988000000798e+04 1.211383350360449931e-02
4.479332218999999895e+04 1.340045580779910053e-02
4.480683451000000059e+04 1.484370808809040015e-02
4.482034681999999884e+04 1.646651244518659851e-02
4.483385914000000048e+04 1.828519487667979934e-02
4.484737145000000601e+04 2.033064639918399918e-02
4.486088375999999698e+04 2.264746536600219934e-02
4.487439607999999862e+04 2.525528716870190094e-02
4.488790838999999687e+04 2.819480754833479999e-02
4.490142070999999851e+04 3.153045681505760311e-02
4.491493302000000403e+04 3.529414661495439837e-02
4.492844533999999840e+04 3.954570796408409666e-02
4.494195765000000392e+04 4.437533491224039672e-02
4.495546995999999490e+04 4.983275330197810271e-02
4.496898228000000381e+04 5.599627063117639664e-02
4.498249458999999479e+04 6.297122432220950139e-02
4.499600691000000370e+04 7.083247804628170496e-02
4.500951922000000195e+04 7.967246233334179806e-02
4.502303153999999631e+04 8.960343963850679605e-02
4.503654385000000184e+04 1.006702314138201992e-01
4.505005617000000348e+04 1.129859888417643066e-01
4.506356848000000173e+04 1.266411669771337067e-01
4.507708079000000726e+04 1.414717797716703862e-01
4.509059310999999434e+04 1.576376877509342023e-01
4.510410541999999987e+04 1.751602492681652024e-01
4.511761774000000150e+04 1.935860525847996061e-01
4.513113004999999976e+04 2.129308301967205996e-01
4.514464237000000139e+04 2.332050617835778883e-01
4.515815468000000692e+04 2.537342481940141892e-01
4.517166699000000517e+04 2.741932033168947846e-01
4.518517930999999953e+04 2.947961704764888724e-01
4.519869161999999778e+04 3.148787599969233852e-01
4.521220393999999942e+04 3.337703406160973940e-01
4.522571624999999767e+04 3.520863281004553147e-01
4.523922856999999931e+04 3.694062353525892073e-01
4.525274087999999756e+04 3.847217438695101910e-01
4.526625319999999920e+04 3.991000705799233050e-01
4.527976550999999745e+04 4.124429187929881113e-01
4.529327782000000298e+04 4.234710213564680803e-01
4.530679014000000461e+04 4.335091186152127962e-01
4.532030244999999559e+04 4.425690824830165737e-01
4.533381476999999722e+04 4.497441484561908731e-01
4.534732708000000275e+04 4.559407169621881861e-01
4.536083940000000439e+04 4.613339618302050860e-01
4.537435171000000264e+04 4.654326988905507223e-01
4.538786403000000428e+04 4.687754771434177736e-01
4.540137633999999525e+04 4.715987542860962112e-01
4.541488865000000078e+04 4.735990589286568908e-01
4.542840097000000242e+04 4.751288946667200919e-01
4.544191328000000067e+04 4.764002345730630195e-01
4.545542560000000231e+04 4.772479745234686765e-01
4.546893791000000783e+04 4.778136375581241158e-01
4.548245023000000947e+04 4.782911327816036229e-01
4.549596254000000044e+04 4.786060898481346859e-01
4.550947484999999870e+04 4.788215853400000777e-01
4.552298716999999306e+04 4.790378600549372035e-01
4.553649948000000586e+04 4.791736899813868744e-01
4.555001180000000750e+04 4.793926439315823185e-01
4.556352410999999847e+04 4.795795056973162218e-01
4.557703643000000011e+04 4.797728282662848120e-01
4.559054873999999836e+04 4.800290982724145783e-01
4.560406106000000000e+04 4.802780220892324814e-01
4.561757337000000553e+04 4.805680934621376910e-01
4.563108567999999650e+04 4.808951459360695790e-01
4.564459799999999814e+04 4.811937906233983986e-01
4.565811030999999639e+04 4.815043597124576968e-01
4.567162262999999803e+04 4.818920425725730095e-01
4.568513493999999628e+04 4.822252846043886820e-01
4.569864725999999791e+04 4.825349680875847813e-01
4.571215957000000344e+04 4.828561083888319727e-01
4.572567188000000169e+04 4.831360001981137020e-01
4.573918420000000333e+04 4.834071498662910749e-01
4.575269650999999430e+04 4.836165616378538257e-01
4.576620883000000322e+04 4.837761868014949229e-01
4.577972114000000147e+04 4.839146586445344789e-01
4.579323345999999583e+04 4.840381198702607968e-01
4.580674577000000136e+04 4.840825333907790018e-01
4.582025809000000299e+04 4.840962617157774095e-01
4.583377040000000125e+04 4.840428154443264241e-01
4.584728271000000677e+04 4.839590476585242107e-01
4.586079502999999386e+04 4.838614627483552866e-01
4.587430733999999939e+04 4.836527695280318784e-01
4.588781966000000102e+04 4.834307624700531769e-01
4.590133196999999927e+04 4.832073090909527746e-01
4.591484429000000091e+04 4.829167094586451214e-01
4.592835660000000644e+04 4.825882937026351183e-01
4.594186891000000469e+04 4.822298397031412054e-01
4.595538122999999905e+04 4.818686338249588141e-01
4.596889353999999730e+04 4.814883396356242073e-01
4.598240585999999894e+04 4.810904644138366271e-01
4.599591817000000447e+04 4.806477352189890140e-01
4.600943049000000610e+04 4.802192224305553148e-01
4.602294279999999708e+04 4.798038020774447188e-01
4.603645511999999871e+04 4.793754418231296888e-01
4.604996742999999697e+04 4.789417618316225145e-01
4.606347974000000249e+04 4.784944931353797837e-01
4.607699206000000413e+04 4.780953425017502867e-01
4.609050436999999511e+04 4.776764244333561726e-01
4.610401668999999674e+04 4.772554744415083983e-01
4.611752900000000955e+04 4.768396734273840920e-01
4.613104132000000391e+04 4.764274337321920960e-01
4.614455363000000216e+04 4.760638766754528017e-01
4.615806595000000380e+04 4.756936948594340797e-01
4.617157825999999477e+04 4.753068332192477152e-01
4.618509057000000030e+04 4.749558822822013138e-01
4.619860289000000193e+04 4.746364743029338751e-01
4.621211520000000019e+04 4.742864895574316897e-01
4.622562751999999455e+04 4.739426012759572204e-01
4.623913982999999280e+04 4.736165652330066034e-01
4.625265215000000899e+04 4.732695429866641823e-01
4.626616445999999996e+04 4.729765667958396036e-01
4.627967676999999821e+04 4.726605454040510024e-01
4.629318908999999258e+04 4.723016822600260012e-01
4.630670140000000538e+04 4.719967905947757836e-01
4.632021372000000702e+04 4.716513313777757066e-01
4.633372602999999799e+04 4.713388830533490892e-01
4.634723834999999963e+04 4.709838210433863748e-01
4.636075065999999788e+04 4.705934673704194049e-01
4.637426297999999952e+04 4.702539532981852011e-01
4.638777529000000504e+04 4.699076628912371989e-01
4.640128759999999602e+04 4.694838634419181145e-01
4.641479991999999766e+04 4.690845380814128163e-01
4.642831222999999591e+04 4.686936505363736849e-01
4.644182455000000482e+04 4.682341335625372913e-01
4.645533685999999580e+04 4.678101664448022778e-01
4.646884917999999743e+04 4.673489071875818746e-01
4.648236149000000296e+04 4.668335908005071810e-01
4.649587380000000121e+04 4.663864400612446892e-01
4.650938612000000285e+04 4.659025264435746050e-01
4.652289842999999382e+04 4.653353832847332838e-01
4.653641075000000274e+04 4.647934482659120126e-01
4.654992306000000826e+04 4.642605503884276175e-01
4.656343537999999535e+04 4.636562494755456787e-01
4.657694769000000088e+04 4.630780530855209132e-01
4.659046001000000251e+04 4.624147724215871835e-01
4.660397232000000076e+04 4.618090453341058277e-01
4.661748463000000629e+04 4.612207992951737889e-01
4.663099694999999338e+04 4.605397899515765170e-01
4.664450926000000618e+04 4.599057352911786745e-01
4.665802158000000054e+04 4.592562899966440848e-01
4.667153388999999879e+04 4.585420538630455844e-01
4.668504621000000043e+04 4.579044922643865090e-01
4.669855852000000596e+04 4.572233614293351178e-01
4.671207083000000421e+04 4.564662091232253860e-01
4.672558314999999857e+04 4.557813008377841757e-01
4.673909545999999682e+04 4.551099848835192252e-01
4.675260777999999846e+04 4.543606825864726084e-01
4.676612009000000398e+04 4.536452620526539858e-01
4.677963241000000562e+04 4.529303429680304194e-01
4.679314471999999660e+04 4.521451777955092233e-01
4.680665703999999823e+04 4.514316475565756104e-01
4.682016935000000376e+04 4.506209448524646777e-01
4.683368166000000201e+04 4.498576705633529071e-01
4.684719398000000365e+04 4.491007462049010912e-01
4.686070628999999462e+04 4.482697574024149811e-01
4.687421860999999626e+04 4.475027843056773036e-01
4.688773092000000179e+04 4.466914677872974027e-01
4.690124324000000342e+04 4.458023352783839210e-01
4.691475555000000168e+04 4.449795693936745011e-01
4.692826787000000331e+04 4.441253291329251840e-01
4.694178017999999429e+04 4.431824819835690210e-01
4.695529248999999982e+04 4.422431135728808194e-01
4.696880481000000145e+04 4.412917909600150845e-01
4.698231711999999970e+04 4.402665519247624948e-01
4.699582943999999407e+04 4.392188006051209737e-01
4.700934175000000687e+04 4.381227756231058090e-01
4.702285407000000851e+04 4.368943600881268763e-01
4.703636637999999948e+04 4.356544266580305025e-01
4.704987868999999773e+04 4.343586684158620148e-01
4.706339100999999209e+04 4.328747939285301771e-01
4.707690332000000490e+04 4.313223031615499026e-01
4.709041564000000653e+04 4.296364511452026025e-01
4.710392794999999751e+04 4.278250109659532119e-01
4.711744026999999915e+04 4.258654366125425028e-01
4.713095257999999740e+04 4.237039686482804157e-01
4.714446490000000631e+04 4.212823310996292037e-01
4.715797721000000456e+04 4.187161477255698094e-01
4.717148951999999554e+04 4.158515822620066915e-01
4.718500184000000445e+04 4.126611301682904243e-01
4.719851415000000270e+04 4.092718876327892108e-01
4.721202647000000434e+04 4.053654339525176731e-01
4.722553877999999531e+04 4.011645277173642166e-01
4.723905109999999695e+04 3.967145950409537991e-01
4.725256341000000248e+04 3.914673666204651070e-01
4.726607572000000073e+04 3.859741216768621808e-01
4.727958804000000237e+04 3.800093384156171261e-01
4.729310035000000062e+04 3.733446110402529050e-01
4.730661267000000225e+04 3.664243437216840871e-01
4.732012498000000778e+04 3.586930697420732117e-01
4.733363729999999487e+04 3.504859456443334964e-01
4.734714961000000039e+04 3.420094546180363904e-01
4.736066193000000203e+04 3.325069441600632114e-01
4.737417424000000028e+04 3.227912971183455881e-01
4.738768654999999126e+04 3.125875656157857119e-01
4.740119886999999289e+04 3.017124741534193966e-01
4.741471118000000570e+04 2.907596865101815253e-01
4.742822350000000006e+04 2.791733899149427267e-01
4.744173580999999831e+04 2.673304125934843900e-01
4.745524812999999995e+04 2.555033838051620210e-01
4.746876044000000547e+04 2.431101485836290044e-01
4.748227275999999983e+04 2.309040802649549029e-01
4.749578506999999809e+04 2.186619389317490114e-01
4.750929737999999634e+04 2.063469845518360046e-01
4.752280969999999797e+04 1.943848795859129952e-01
4.753632201000000350e+04 1.824153295398059926e-01
4.754983433000000514e+04 1.708040732354025870e-01
4.756334663999999611e+04 1.596061849440932878e-01
4.757685895999999775e+04 1.486040659941517961e-01
4.759037127000000328e+04 1.381742188997767129e-01
4.760388358000000153e+04 1.281605439317596018e-01
4.761739590000000317e+04 1.186137272168940049e-01
4.763090820999999414e+04 1.096458673251597959e-01
4.764442052999999578e+04 1.010907589130294049e-01
4.765793284000000131e+04 9.311717686183010323e-02
4.767144516000000294e+04 8.566787717703179539e-02
4.768495747000000119e+04 7.869576574523519386e-02
4.769846979000000283e+04 7.224798769982709867e-02
4.771198209999999381e+04 6.625122105811559470e-02
4.772549440999999933e+04 6.071941639346360026e-02
4.773900673000000097e+04 5.562703203044359890e-02
4.775251903999999922e+04 5.092628699370090051e-02
4.776603135999999358e+04 4.661726593675769720e-02
